s1,s2,s3,s4,s5,s6
81.1,165.5,83.9,38.8,90.7,94.4
81.1,174.2,83.9,38.7,90.8,94.4
81.1,178,83.7,38.7,90.8,94.4
81.1,149.3,83.8,38.8,90.9,94.5
81.1,166.7,83.8,38.8,91,94.5
81,175,83.7,38.7,91.1,94.6
81.1,147.4,83.6,38.7,90.9,94.6
81.2,160.9,83.6,38.8,90.9,94.7
81.2,170.1,83.7,38.8,91,94.7
81.1,176.6,83.7,38.8,90.9,94.9
81,179,83.7,38.9,90.9,94.9
81,181.7,83.9,38.8,90.9,94.8
81.1,183.5,83.8,38.7,91,94.9
81.1,152.8,83.8,38.8,91,95
81,133.1,83.7,38.8,91.2,95
80.9,153.4,83.7,38.7,91.2,95.1
80.8,133.5,83.8,38.8,91.3,95.1
80.8,152.5,83.9,38.9,91.2,95.2
80.7,132.9,83.9,38.8,91.1,95.3
80.8,120.4,84,38.8,91.1,95.1
80.8,112.3,83.9,38.7,91.1,95.1
80.9,107.1,84,38.8,91.1,95.1
81,103.8,84,39,91.1,95.1
80.9,101.7,84,39.1,91.2,95.1
81,100.2,84,39,91.1,95
80.9,99.3,84,39,91.1,94.9
81,98.7,84,39.1,91,94.9
81,98.4,84,39,91.1,94.8
80.9,98.2,84.1,39,91,94.9
81,131,84.1,39.1,91,94.8
81,150.9,84.1,39,90.9,94.8
81,131.8,84.3,39,91,94.6
81.2,154.3,84.3,39,91,94.4
81.3,167,84.3,39,91,94.4
81.3,142.3,84.3,39,90.9,94.4
81.3,126.4,84.3,39,90.9,94.5
81.4,147.4,84.3,39,90.8,94.5
81.5,129.6,84.3,39,90.8,94.5
81.4,149.4,84.3,39.1,90.7,94.3
81.5,165.6,84.3,39.1,90.7,94.2
81.7,175.4,84.4,39.1,90.8,94.2
81.7,147.7,84.4,39,90.9,94.1
81.8,129.8,84.4,39,90.9,94.1
81.7,151.3,84.4,38.9,90.9,94
81.8,132.1,84.5,38.9,91,94.1
81.8,119.8,84.4,39.1,91.1,94.1
82,111.9,84.4,39.1,91,94
81.9,106.9,84.5,39.1,90.9,93.9
82.1,103.6,84.5,39.1,91,94.1
82.2,101.5,84.8,39.1,90.9,94.1
82.2,100.1,84.8,39.2,90.8,94.2
82.1,99.2,84.9,39.1,90.9,94.1
82.2,98.6,84.8,39.1,91,94.3
82.1,98.2,84.8,39.2,91,94.3
82.1,98,84.9,39.1,91.2,94.3
82.2,97.7,85,39.1,91.1,94.3
82.2,97.7,85,39.2,91.1,94.3
82.3,97.6,85,39.1,91,94.2
82.3,97.6,85.1,39.1,91,94.1
82.3,97.5,85.2,39.2,91.1,94.2
82.3,97.4,85.1,39.1,91.1,94.2
82.3,97.4,85.2,38.9,91.1,94.2
82.3,97.5,85.3,39,91,94.2
82.3,97.4,85.2,39,91.1,94.2
82.2,97.4,85.3,39,91,94.1
82.3,97.4,85.2,39,91.1,94.1
82.4,97.2,85.2,39.1,90.9,94.2
82.2,97.2,85.1,39,91,94.2
82.4,97.2,85.1,39.1,91,94.2
82.5,97.2,85.2,39.1,91.1,94.1
82.4,97.3,85.2,39.1,91,94
82.4,97.3,85.2,39.2,91.1,94.1
82.4,97.3,85.2,39.3,91.1,94.1
82.4,97.3,85.3,39.3,91,94.1
82.3,97.3,85.2,39.3,91,94.2
82.4,97.3,85.2,39.3,91,94.3
82.4,97.2,85.1,39.2,91.1,94.4
82.4,97.3,85.1,39.2,91,94.2
82.5,97.3,85.2,39.3,91,94.3
82.3,97.3,85.3,39.2,91.1,94.4
82.4,97.3,85.3,39.3,91.1,94.4
82.3,97.3,85.2,39.3,91,94.4
82.3,97.4,85.2,39.2,90.9,94.4
82.3,97.4,85.3,39.2,90.9,94.4
82.4,97.3,85.3,39.3,90.8,94.3
82.4,97.3,85.2,39.3,90.9,94.2
82.4,97.4,85.2,39.2,91,94.2
82.3,97.3,85.2,39.2,91.1,94.2
82.4,97.3,85.2,39.2,91.1,94.2
82.3,97.3,85.2,39.2,91.1,94.2
82.4,97.3,85.1,39.2,91.1,94
82.3,97.3,85.1,39.3,91.1,94.1
82.3,97.3,85.1,39.3,91,94.1
82.4,97.2,85.2,39.2,91.1,94.1
82.4,97.3,85.1,39.3,91.2,94.3
82.4,97.2,85.1,39.3,91.2,94.3
82.3,97.2,85.2,39.3,90.9,94.2
82.4,97.2,85.2,39.3,90.9,94.3
82.4,97.2,85.2,39.4,90.9,94.3
82.3,97.2,85.2,39.4,90.9,94.3
82.2,97.3,85.2,39.4,90.9,94.4
82.2,97.4,85.2,39.3,90.9,94.5
82.2,97.4,85.2,39.3,90.9,94.5
82.1,97.4,85.3,39.4,90.8,94.5
82.2,97.3,85.1,39.4,91,94.5
82.3,97.3,85.1,39.5,91,94.5
82.2,97.2,85,39.4,91.1,94.7
82.3,97.2,85,39.5,91.3,94.6
82.2,97.2,85,39.5,91.3,94.7
82.2,97.2,85,39.3,91.5,94.7
82.2,97,84.9,39.4,91.4,94.7
82.1,96.9,85,39.4,91.5,94.9
82.2,96.9,84.8,39.6,91.5,95
82.3,96.9,84.7,39.6,91.6,95.1
82.2,96.8,84.7,39.6,91.6,95.1
82.2,97,84.7,39.6,91.4,95.2
82.4,96.9,84.6,39.6,91.5,95.3
82.3,96.9,84.7,39.5,91.5,95.3
82.2,96.9,84.6,39.6,91.5,95.4
82.3,96.9,84.4,39.7,91.6,95.4
82.2,96.8,84.4,39.7,91.6,95.5
82.2,96.7,84.4,39.7,91.5,95.5
82.2,96.7,84.4,39.6,91.6,95.5
82.1,96.8,84.5,39.8,91.6,95.6
82.1,96.8,84.4,39.9,91.7,95.5
82,96.7,84.2,39.9,91.7,95.6
82.1,96.6,84,40,91.7,95.6
82,96.7,84,39.9,91.7,95.5
82,96.7,83.8,39.8,91.8,95.7
82.1,96.7,83.7,39.9,91.7,95.7
82.1,96.7,83.6,39.7,91.8,95.6
82.2,96.8,83.5,39.6,91.8,95.6
82.2,96.9,83.1,39.3,91.8,95.6
82.1,96.9,82.8,38.9,91.9,95.6
82.1,97.2,82.3,38.6,92.1,95.5
82,97.1,81.7,38.4,92.2,95.4
82,97.1,81.4,38.2,92.2,95.4
82.1,97.2,81,37.8,92.3,95.4
82.1,97.3,80.7,37.4,92.2,95.4
82.1,97.4,80.4,37.1,92.3,95.3
82.2,97.4,80.2,36.8,92.3,95.3
82.1,97.5,80.2,36.9,92.3,95.2
82.2,97.3,80.2,37,92.3,95.2
82.1,97.3,80.1,36.9,92.3,95.2
82.1,97.4,80.2,36.8,92.4,95.3
82.1,97.5,80.1,37,92.4,95.3
82.2,97.4,80.1,36.9,92.4,95.4
82.2,97.4,80.4,37,92.4,95.4
82.2,97.4,80.5,37,92.3,95.4
82.2,97.3,80.6,37.1,92.1,95.3
82.2,97.5,80.5,37.2,92.1,95.2
82.2,97.6,80.6,37.3,92.2,95.3
82.2,97.6,80.7,37.2,92.1,95.3
82.3,97.6,80.9,37.3,92.2,95.5
82.2,97.6,81,37.6,92,95.5
82.2,97.4,81,37.7,92,95.5
82.2,97.5,81.1,37.9,92,95.6
82.2,97.4,81.1,38,92,95.7
82.1,97.3,81.2,38.1,92,95.6
82.2,97.3,81.3,38.3,91.9,95.6
82.3,97.4,81.3,38.2,92.1,95.7
82.1,97.4,81.4,38.2,92,95.9
82,97.3,81.4,38.3,92,96
82.1,97.3,81.5,38.4,92,96.1
82,97.1,81.7,38.4,91.8,96.2
81.9,97.1,81.8,38.6,91.9,96.2
81.8,97.2,82.2,39.1,91.8,96.2
81.7,97.1,82.5,39.5,91.8,96.4
81.7,97,82.7,39.8,91.8,96.5
81.6,97,82.9,40.2,91.8,96.6
81.4,97,82.9,40.5,91.8,96.7
81.3,96.9,83,40.7,91.7,96.7
81.4,96.8,83.1,40.9,91.8,96.9
81.4,96.8,83.1,41,91.7,97
81.3,96.8,83.2,41.1,91.6,97.2
81.2,96.9,83.3,41.2,91.5,97.1
81.3,96.8,83.2,41.3,91.6,97.1
81.3,96.8,83.2,41.2,91.7,97.1
81.1,96.8,83.2,41.3,91.7,97.2
81,96.7,83.3,41.3,91.9,97.2
81.1,96.7,83.4,41.4,91.7,97.1
81.1,96.8,83.4,41.4,91.8,97
81.2,96.8,83.2,41.1,91.9,96.9
81.3,97,83,40.6,91.9,96.9
81.3,97.1,82.6,40.1,92,96.9
81.4,97.1,82.2,39.6,91.9,96.8
81.3,97.2,81.9,39.3,92.1,96.6
81.4,97.2,81.4,38.9,92.3,96.6
81.4,97.2,81.1,38.4,92.4,96.6
81.4,97.4,80.7,38.2,92.5,96.7
81.4,97.3,80.4,38.1,92.4,96.7
81.3,97.3,80.2,38,92.5,96.7
81.3,97.3,80,38,92.5,96.8
81.3,97.4,80.1,37.8,92.5,96.7
81.3,97.5,80.1,37.7,92.6,96.9
81.2,97.4,80.1,37.7,92.6,96.8
81.2,97.4,80.1,37.8,92.6,96.9
81.2,97.4,80.1,37.8,92.6,97
81.4,97.3,79.9,37.8,92.7,97
81.2,97.2,79.8,37.7,92.7,97
81.2,97.2,79.8,37.8,92.7,97.1
81.3,97.3,79.8,37.8,92.7,97.2
81.2,97.3,79.7,37.7,92.8,97.3
81.2,97.3,79.5,37.6,92.9,97.2
81.3,97.3,79.5,37.6,92.8,97.3
81.2,97.3,79.5,37.7,92.8,97.3
